original_image_file,cropped_image_file,det_num,det_confidence,species1,prob1,species2,prob2,species3,prob3,entropy,classification_precision
Braatz_images\2019_10_08_done\18B\PA084347.JPG,PA084347_4.jpg,4,0.2874,Halictus_tripartitus,64.2,Lasioglossum,33.8,Halictus,1.2,0.7537,0.7959
Braatz_images\2019_10_08_done\18B\PA084348.JPG,PA084348_1.jpg,1,0.8553,Wasp,92.2,Syrphidae,7.0,Coleoptera,0.3,0.3135,0.9575
Braatz_images\2019_10_08_done\18B\PA084348.JPG,PA084348_2.jpg,2,0.5577,Ceratina,34.3,Nomia,24.4,Meliponini,11.5,1.9535,0.9505
Braatz_images\2019_10_08_done\18B\PA084348.JPG,PA084348_3.jpg,3,0.3405,Meliponini,65.1,Perdita,27.4,Calliopsis,2.4,0.9936,0.9634
Braatz_images\2019_10_08_done\18B\PA084349.JPG,PA084349_1.jpg,1,0.8509,Lepidoptera,99.4,Coleoptera,0.5,Diptera,0.0,0.0376,0.9686
Braatz_images\2019_10_08_done\18B\PA084349.JPG,PA084349_2.jpg,2,0.6940,Lasioglossum,92.2,Halictus_tripartitus,2.2,Andrena,1.3,0.4494,0.9521
Braatz_images\2019_10_08_done\18B\PA084349.JPG,PA084349_3.jpg,3,0.6519,Halictus_tripartitus,21.6,Lasioglossum,19.1,Ceylalictus,19.0,2.2362,0.7959
Braatz_images\2019_10_08_done\18B\PA084349.JPG,PA084349_4.jpg,4,0.4613,Halictus_rubicundus,77.4,Halictus,18.2,Lasioglossum,2.5,0.7104,0.8679
Braatz_images\2019_10_08_done\18B\PA084350.JPG,PA084350_1.jpg,1,0.8437,Lepidoptera,95.7,Coleoptera,4.1,Wasp,0.1,0.1909,0.9686
Braatz_images\2019_10_08_done\18B\PA084350.JPG,PA084350_2.jpg,2,0.6379,Hylaeus,55.0,Lasioglossum,41.3,Meliponini,1.2,0.8992,0.9337
Braatz_images\2019_10_08_done\18B\PA084351.JPG,PA084351_1.jpg,1,0.8782,Lepidoptera,82.2,Coleoptera,16.0,Diptera,1.5,0.5387,0.9686
Braatz_images\2019_10_08_done\18B\PA084351.JPG,PA084351_2.jpg,2,0.7955,Lasioglossum,86.6,Wasp,5.4,Hylaeus,2.5,0.6529,0.9521
Braatz_images\2019_10_08_done\18B\PA084352.JPG,PA084352_1.jpg,1,0.8814,Lepidoptera,93.8,Coleoptera,6.0,Diptera,0.1,0.2488,0.9686
Braatz_images\2019_10_08_done\18B\PA084352.JPG,PA084352_2.jpg,2,0.7196,Lasioglossum,67.8,Halictus_tripartitus,8.3,Hylaeus,7.8,1.3115,0.9521
Braatz_images\2019_10_08_done\18B\PA084352.JPG,PA084352_3.jpg,3,0.6605,Hylaeus_leptocephalus,74.1,Lasioglossum,24.6,Hylaeus,0.5,0.6505,0.8440
Braatz_images\2019_10_08_done\18B\PA084353.JPG,PA084353_1.jpg,1,0.7187,Apis_mellifera,95.9,Xylocopa_tabaniformis,1.2,Xylocopa_sonorina,1.0,0.2632,0.9707
Braatz_images\2019_10_08_done\18B\PA084354.JPG,PA084354_1.jpg,1,0.7510,Wasp,85.1,Megachile,3.2,Apis_mellifera,1.9,0.8305,0.9575
Braatz_images\2019_10_08_done\18B\PA084355.JPG,PA084355_1.jpg,1,0.7180,Syrphidae,79.9,Diptera,20.0,Coleoptera,0.1,0.5110,0.9836
Braatz_images\2019_10_08_done\18B\PA084356.JPG,PA084356_1.jpg,1,0.6647,Augochlorella,49.0,Augochlora,45.4,Augochloropsis,1.6,0.9766,0.8452
Braatz_images\2019_10_08_done\18B\PA084356.JPG,PA084356_2.jpg,2,0.3683,Euglossa,39.2,Osmia,23.7,Hoplitis,12.4,1.7446,0.9905
Braatz_images\2019_10_08_done\18B\PA084357.JPG,PA084357_1.jpg,1,0.6515,Augochlora,89.9,Augochlorella,9.7,Agapostemon_splendens,0.1,0.3500,0.9524
Braatz_images\2019_10_08_done\18B\PA084358.JPG,PA084358_1.jpg,1,0.7982,Diptera,93.9,Syrphidae,5.9,Coleoptera,0.2,0.2445,0.9755
Braatz_images\2019_10_08_done\18B\PA084358.JPG,PA084358_2.jpg,2,0.7542,Lasioglossum,48.0,Ceratina,29.0,Hylaeus_leptocephalus,12.8,1.4233,0.9521
Braatz_images\2019_10_08_done\18B\PA084358.JPG,PA084358_3.jpg,3,0.6127,Lasioglossum,80.8,Augochlorella,7.5,Halictus_tripartitus,6.8,0.7622,0.9521
Braatz_images\2019_10_08_done\18B\PA084359.JPG,PA084359_1.jpg,1,0.8145,Diptera,57.3,Syrphidae,40.4,Coleoptera,1.5,0.8119,0.9755
Braatz_images\2019_10_08_done\18B\PA084359.JPG,PA084359_2.jpg,2,0.5449,Meliponini,89.2,Lasioglossum,3.3,Ceratina,3.0,0.5471,0.9634
Braatz_images\2019_10_08_done\18B\PA084360.JPG,PA084360_1.jpg,1,0.7983,Syrphidae,100.0,Diptera,0.0,Wasp,0.0,0.0020,0.9836
Braatz_images\2019_10_08_done\18B\PA084361.JPG,PA084361_1.jpg,1,0.3413,Xylocopa_sonorina,71.4,Apis_dorsata,12.6,Apis_cerana,10.2,0.9996,0.9028
Braatz_images\2019_10_08_done\18B\PA084362.JPG,PA084362_1.jpg,1,0.7953,Apis_mellifera,99.7,Bombus_lucorum,0.2,Apis_cerana,0.1,0.0265,0.9707
Braatz_images\2019_10_08_done\18B\PA084363.JPG,PA084363_1.jpg,1,0.7885,Apis_mellifera,99.7,Apis_cerana,0.1,Syrphidae,0.1,0.0252,0.9707
Braatz_images\2019_10_08_done\18B\PA084364.JPG,PA084364_1.jpg,1,0.7495,Syrphidae,99.9,Wasp,0.1,Anthidium_florentinum,0.0,0.0054,0.9836
Braatz_images\2019_10_08_done\18B\PA084364.JPG,PA084364_2.jpg,2,0.7108,Lepidoptera,53.7,Wasp,25.4,Coleoptera,20.7,1.0308,0.9686
Braatz_images\2019_10_08_done\18B\PA084365.JPG,PA084365_1.jpg,1,0.8055,Syrphidae,99.9,Wasp,0.0,Coleoptera,0.0,0.0065,0.9836
Braatz_images\2019_10_08_done\18B\PA084366.JPG,PA084366_1.jpg,1,0.8393,Diptera,93.0,Syrphidae,6.5,Coleoptera,0.4,0.2747,0.9755
Braatz_images\2019_10_08_done\18B\PA084367.JPG,PA084367_1.jpg,1,0.7895,Syrphidae,55.0,Diptera,44.8,Xylocopa_virginica,0.1,0.7021,0.9836
Braatz_images\2019_10_08_done\18B\PA084367.JPG,PA084367_2.jpg,2,0.7486,Augochloropsis,70.1,Augochlora,7.1,Syrphidae,4.8,1.3758,0.8985
Braatz_images\2019_10_08_done\18B\PA084367.JPG,PA084367_3.jpg,3,0.3562,Ceylalictus,40.3,Hylaeus_leptocephalus,31.7,Hylaeus_modestus,20.2,1.4135,0.9444
Braatz_images\2019_10_08_done\18B\PA084367.JPG,PA084367_4.jpg,4,0.2931,Bombus_ardens,43.6,Ceylalictus,11.8,Meliponini,8.1,2.5298,0.7451
Braatz_images\2019_10_08_done\18B\PA084367.JPG,PA084367_5.jpg,5,0.2672,Meliponini,92.0,Melissodes_bimaculatus,2.4,Lasioglossum,1.8,0.4756,0.9634
Braatz_images\2019_10_08_done\18B\PA084368.JPG,PA084368_1.jpg,1,0.7979,Syrphidae,89.1,Xylocopa_micans,3.3,Hylaeus,2.1,0.5712,0.9836
Braatz_images\2019_10_08_done\18B\PA084368.JPG,PA084368_2.jpg,2,0.6201,Meliponini,76.9,Perdita,11.6,Halictus_tripartitus,3.1,0.9302,0.9634
Braatz_images\2019_10_08_done\18B\PA084369.JPG,PA084369_1.jpg,1,0.8196,Apis_mellifera,89.5,Diphaglossa_gayi,8.3,Meliponini,1.2,0.4256,0.9707
Braatz_images\2019_10_08_done\18B\PA084369.JPG,PA084369_2.jpg,2,0.4356,Lasioglossum,74.3,Chelostoma,17.0,Meliponini,4.2,0.8872,0.9521
Braatz_images\2019_10_08_done\18B\PA084369.JPG,PA084369_3.jpg,3,0.3354,Hylaeus_leptocephalus,56.3,Lasioglossum,16.6,Ceratina,15.0,1.3300,0.8440
Braatz_images\2019_10_08_done\18B\PA084370.JPG,PA084370_1.jpg,1,0.7843,Apis_mellifera,95.9,Colletes_hederae,2.7,Apis_cerana,1.0,0.2161,0.9707
Braatz_images\2019_10_08_done\18B\PA084370.JPG,PA084370_2.jpg,2,0.4068,Augochlorella,55.6,Augochlora,37.9,Augochloropsis,5.9,0.8982,0.8452
Braatz_images\2019_10_08_done\18B\PA084370.JPG,PA084370_3.jpg,3,0.2267,Ceylalictus,86.0,Hylaeus,6.6,Colletes_inaequalis,2.0,0.6594,0.9444
Braatz_images\2019_10_08_done\18B\PA084371.JPG,PA084371_1.jpg,1,0.3006,Augochloropsis,96.6,Augochlora,1.9,Agapostemon,0.6,0.1886,0.8985
Braatz_images\2019_10_08_done\18B\PA084372.JPG,PA084372_1.jpg,1,0.7956,Diptera,83.8,Coleoptera,9.7,Syrphidae,5.0,0.6357,0.9755
Braatz_images\2019_10_08_done\18B\PA084372.JPG,PA084372_2.jpg,2,0.6553,Diptera,93.6,Coleoptera,2.0,Bombus_vandykei,0.7,0.4033,0.9755
Braatz_images\2019_10_08_done\18B\PA084372.JPG,PA084372_3.jpg,3,0.3615,Hylaeus_leptocephalus,83.7,Meliponini,6.8,Lasioglossum,2.7,0.7404,0.8440
Braatz_images\2019_10_08_done\18B\PA084372.JPG,PA084372_4.jpg,4,0.2311,Perdita,28.9,Hylaeus_modestus,18.9,Hylaeus,15.0,2.5024,0.9145
Braatz_images\2019_10_08_done\18B\PA084373.JPG,PA084373_1.jpg,1,0.8324,Diptera,98.4,Syrphidae,1.5,Coleoptera,0.0,0.0882,0.9755
Braatz_images\2019_10_08_done\18B\PA084373.JPG,PA084373_2.jpg,2,0.5920,Coleoptera,94.5,Syrphidae,2.3,Diptera,1.7,0.2966,0.9916
Braatz_images\2019_10_08_done\18B\PA084374.JPG,PA084374_1.jpg,1,0.7448,Diptera,89.4,Thygater,2.8,Coleoptera,1.5,0.6097,0.9755
Braatz_images\2019_10_08_done\18B\PA084374.JPG,PA084374_2.jpg,2,0.3430,Diptera,93.8,Syrphidae,6.0,Coleoptera,0.1,0.2514,0.9755
Braatz_images\2019_10_08_done\18B\PA084375.JPG,PA084375_1.jpg,1,0.8043,Syrphidae,87.6,Diptera,4.4,Wasp,2.7,0.6186,0.9836
Braatz_images\2019_10_08_done\18B\PA084375.JPG,PA084375_2.jpg,2,0.6973,Diptera,73.9,Syrphidae,23.3,Coleoptera,1.3,0.7253,0.9755
Braatz_images\2019_10_08_done\18B\PA084376.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_10_08_done\18B\PA084377.JPG,PA084377_1.jpg,1,0.6725,Syrphidae,92.5,Bombus_californicus,1.5,Apis_cerana,1.0,0.5047,0.9836
Braatz_images\2019_10_08_done\18B\PA084377.JPG,PA084377_2.jpg,2,0.2152,Euglossa,96.4,Bombus_melanopygus,1.7,Osmia,0.7,0.2213,0.9905
Braatz_images\2019_10_08_done\18B\PA084378.JPG,PA084378_1.jpg,1,0.7223,Syrphidae,100.0,Calliopsis,0.0,Anthophora_terminalis,0.0,0.0001,0.9836
Braatz_images\2019_10_08_done\18B\PA084378.JPG,PA084378_2.jpg,2,0.5057,Euglossa,83.8,Augochloropsis,7.8,Agapostemon_splendens,7.1,0.6136,0.9905
Braatz_images\2019_10_08_done\18B\PA084379.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_10_08_done\18B\PA084380.JPG,PA084380_1.jpg,1,0.7278,Wasp,78.8,Ceratina,7.0,Nomada,4.5,0.8829,0.9575
Braatz_images\2019_10_08_done\18B\PA084380.JPG,PA084380_2.jpg,2,0.5463,Augochlora,59.2,Augochlorella,39.8,Wasp,0.3,0.7503,0.9524
Braatz_images\2019_10_08_done\18B\PA084381.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_10_08_done\1C\PA084187.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_10_08_done\1C\PA084188.JPG,PA084188_1.jpg,1,0.8155,Apis_mellifera,95.9,Calliopsis,0.9,Colletes_inaequalis,0.5,0.3004,0.9707
Braatz_images\2019_10_08_done\1D\PA084204.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_10_08_done\1D\PA084205.JPG,PA084205_1.jpg,1,0.7273,Lasioglossum,48.6,Hylaeus,27.8,Hylaeus_modestus,15.0,1.3743,0.9521
Braatz_images\2019_10_08_done\1D\PA084205.JPG,PA084205_2.jpg,2,0.3251,Lepidoptera,92.0,Xylocopa_sonorina,2.0,Apis_mellifera,1.6,0.4689,0.9686
Braatz_images\2019_10_08_done\1D\PA084206.JPG,PA084206_1.jpg,1,0.6806,Lasioglossum,71.7,Hylaeus,11.7,Wasp,6.0,1.0473,0.9521
Braatz_images\2019_10_08_done\1D\PA084206.JPG,PA084206_2.jpg,2,0.3072,Anthidium_florentinum,39.4,Anthidiellum,30.5,Hylaeus,26.4,1.2767,0.9490
Braatz_images\2019_10_08_done\1D\PA084207.JPG,PA084207_1.jpg,1,0.5370,Wasp,91.9,Hylaeus,7.2,Anthidium_florentinum,0.2,0.3287,0.9575
Braatz_images\2019_10_08_done\1D\PA084208.JPG,PA084208_1.jpg,1,0.6089,Lasioglossum,59.4,Hylaeus,16.3,Ceratina,13.4,1.3696,0.9521
Braatz_images\2019_10_08_done\1D\PA084208.JPG,PA084208_2.jpg,2,0.3241,Apis_dorsata,22.1,Melissodes_bimaculatus,12.2,Bombus_terrestris,10.7,2.7885,0.9586
Braatz_images\2019_10_08_done\1D\PA084209.JPG,PA084209_1.jpg,1,0.3332,Ceratina,52.7,Lasioglossum,45.0,Halictus_tripartitus,0.6,0.8333,0.9505
Braatz_images\2019_10_08_done\1D\PA084209.JPG,PA084209_2.jpg,2,0.2737,Wasp,81.1,Hylaeus,5.6,Syrphidae,5.4,0.8348,0.9575
Braatz_images\2019_10_08_done\1D\PA084209.JPG,PA084209_3.jpg,3,0.2595,Ceratina,96.3,Perdita,1.1,Exoneuridia,1.0,0.2180,0.9505
Braatz_images\2019_10_08_done\1D\PA084210.JPG,PA084210_1.jpg,1,0.5881,Hylaeus,84.8,Hylaeus_leptocephalus,5.0,Ceratina,2.2,0.7274,0.9337
Braatz_images\2019_10_08_done\1D\PA084210.JPG,PA084210_2.jpg,2,0.3051,Lasioglossum,80.0,Halictus,10.4,Hylaeus,6.0,0.7762,0.9521
Braatz_images\2019_10_08_done\1D\PA084211.JPG,PA084211_1.jpg,1,0.6164,Lasioglossum,97.2,Halictus,1.4,Hylaeus,1.0,0.1619,0.9521
Braatz_images\2019_10_08_done\1D\PA084211.JPG,PA084211_2.jpg,2,0.2307,Halictus_tripartitus,72.7,Lasioglossum,13.7,Ceratina,9.8,0.8999,0.7959
Braatz_images\2019_10_08_done\1D\PA084212.JPG,PA084212_1.jpg,1,0.8253,Apis_mellifera,96.5,Apis_cerana,2.0,Leioproctus,0.4,0.2284,0.9707
Braatz_images\2019_10_08_done\1D\PA084213.JPG,PA084213_1.jpg,1,0.7164,Augochlora,77.8,Augochlorella,21.6,Augochloropsis,0.5,0.5589,0.9524
Braatz_images\2019_10_08_done\1D\PA084213.JPG,PA084213_2.jpg,2,0.4424,Exoneuridia,77.6,Hylaeus,17.8,Ceratina,1.5,0.7262,1.0000
Braatz_images\2019_10_08_done\1D\PA084214.JPG,PA084214_1.jpg,1,0.2105,Hylaeus,97.0,Hylaeus_modestus,2.7,Wasp,0.2,0.1533,0.9337
Braatz_images\2019_10_08_done\1D\PA084215.JPG,PA084215_1.jpg,1,0.7607,Augochlora,82.9,Augochlorella,12.9,Augochloropsis,4.1,0.5522,0.9524
Braatz_images\2019_10_08_done\1D\PA084216.JPG,PA084216_1.jpg,1,0.7710,Augochloropsis,72.2,Augochlora,24.9,Augochlorella,2.8,0.6877,0.8985
Braatz_images\2019_10_08_done\2C\PA084189.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_10_08_done\2C\PA084190.JPG,PA084190_1.jpg,1,0.3362,Wasp,98.4,Nomada,0.6,Triepeolus,0.6,0.1085,0.9575
Braatz_images\2019_10_08_done\2C\PA084191.JPG,PA084191_1.jpg,1,0.3796,Apis_mellifera,97.3,Apis_cerana,0.4,Apis_florea,0.3,0.2231,0.9707
Braatz_images\2019_10_08_done\2C\PA084191.JPG,PA084191_2.jpg,2,0.2034,Wasp,99.5,Syrphidae,0.3,Ceratina,0.1,0.0399,0.9575
Braatz_images\2019_10_08_done\2C\PA084192.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_10_08_done\2C\PA084193.JPG,PA084193_1.jpg,1,0.2179,Diptera,97.0,Syrphidae,2.9,Wasp,0.1,0.1424,0.9755
Braatz_images\2019_10_08_done\2C\PA084307.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_10_08_done\2C\PA084308.JPG,PA084308_1.jpg,1,0.8121,Syrphidae,100.0,Diptera,0.0,Apis_cerana,0.0,0.0009,0.9836
Braatz_images\2019_10_08_done\2C\PA084308.JPG,PA084308_2.jpg,2,0.6306,Meliponini,71.0,Manuelia,10.7,Lasioglossum,8.1,1.0707,0.9634
Braatz_images\2019_10_08_done\2C\PA084309.JPG,PA084309_1.jpg,1,0.7965,Syrphidae,100.0,Diptera,0.0,Apis_cerana,0.0,0.0005,0.9836
Braatz_images\2019_10_08_done\2C\PA084309.JPG,PA084309_2.jpg,2,0.5506,Syrphidae,99.1,Diptera,0.7,Wasp,0.2,0.0599,0.9836
Braatz_images\2019_10_08_done\2C\PA084382.JPG,PA084382_1.jpg,1,0.5414,Apis_dorsata,78.7,Xylocopa,9.6,Megachile_sculpturalis,3.9,0.9364,0.9586
Braatz_images\2019_10_08_done\2C\PA084383.JPG,PA084383_1.jpg,1,0.4878,Diptera,98.0,Syrphidae,1.9,Coleoptera,0.1,0.1042,0.9755
Braatz_images\2019_10_08_done\2C\PA084384.JPG,PA084384_1.jpg,1,0.5404,Diptera,99.8,Syrphidae,0.1,Euglossa,0.0,0.0131,0.9755
Braatz_images\2019_10_08_done\2C\PA084385.JPG,PA084385_1.jpg,1,0.6424,Syrphidae,96.4,Anthidium_florentinum,1.7,Anthidium_manicatum,1.3,0.1957,0.9836
Braatz_images\2019_10_08_done\2C\PA084386.JPG,PA084386_1.jpg,1,0.6571,Syrphidae,99.3,Anthidium_florentinum,0.2,Coleoptera,0.1,0.0626,0.9836
Braatz_images\2019_10_08_done\3C\PA084194.JPG,NA,NA,,,,,,,,,
Braatz_images\2019_10_08_done\3C\PA084195.JPG,PA084195_1.jpg,1,0.7451,Syrphidae,99.8,Anthophora,0.1,Apis_mellifera,0.0,0.0158,0.9836
Braatz_images\2019_10_08_done\3C\PA084195.JPG,PA084195_2.jpg,2,0.4693,Lasioglossum,52.3,Halictus_tripartitus,44.4,Andrena_erigeniae,2.5,0.8493,0.9521
Braatz_images\2019_10_08_done\3C\PA084195.JPG,PA084195_3.jpg,3,0.3829,Hylaeus_leptocephalus,54.9,Hylaeus_modestus,28.4,Hylaeus,9.6,1.2308,0.8440
Braatz_images\2019_10_08_done\3C\PA084196.JPG,PA084196_1.jpg,1,0.6976,Syrphidae,100.0,Apis_mellifera,0.0,Apis_cerana,0.0,0.0005,0.9836
Braatz_images\2019_10_08_done\3C\PA084196.JPG,PA084196_2.jpg,2,0.4652,Chelostoma,44.2,Halictus_tripartitus,17.4,Meliponini,10.9,1.9457,0.9093
Braatz_images\2019_10_08_done\3C\PA084197.JPG,PA084197_1.jpg,1,0.6202,Syrphidae,100.0,Apis_mellifera,0.0,Coleoptera,0.0,0.0022,0.9836
Braatz_images\2019_10_08_done\3C\PA084197.JPG,PA084197_2.jpg,2,0.4173,Lasioglossum,61.6,Meliponini,12.2,Perdita,6.1,1.5595,0.9521
Braatz_images\2019_10_08_done\3C\PA084197.JPG,PA084197_3.jpg,3,0.3861,Halictus,35.3,Lasioglossum,19.1,Halictus_tripartitus,14.4,1.9849,0.8217
Braatz_images\2019_10_08_done\3C\PA084197.JPG,PA084197_4.jpg,4,0.3773,Ceratina,99.9,Braunsapis,0.1,Hylaeus_leptocephalus,0.0,0.0083,0.9505
Braatz_images\2019_10_08_done\3C\PA084198.JPG,PA084198_1.jpg,1,0.6906,Lasioglossum,96.8,Halictus_tripartitus,2.6,Halictus,0.4,0.1601,0.9521
Braatz_images\2019_10_08_done\3C\PA084198.JPG,PA084198_2.jpg,2,0.5077,Colletes_inaequalis,81.6,Diadasia,7.1,Halictus_tripartitus,4.0,0.8224,0.9022
Braatz_images\2019_10_08_done\3C\PA084198.JPG,PA084198_3.jpg,3,0.3252,Augochlora,66.2,Coleoptera,29.5,Hylaeus,0.9,0.8745,0.9524
Braatz_images\2019_10_08_done\3C\PA084198.JPG,PA084198_4.jpg,4,0.2907,Lasioglossum,58.6,Halictus,23.4,Lipotriches,6.9,1.2656,0.9521
Braatz_images\2019_10_08_done\3C\PA084199.JPG,PA084199_1.jpg,1,0.8082,Syrphidae,100.0,Coleoptera,0.0,Anthophora_urbana,0.0,0.0033,0.9836
Braatz_images\2019_10_08_done\3C\PA084199.JPG,PA084199_2.jpg,2,0.6136,Wasp,95.7,Nomada,4.1,Stelis,0.1,0.1916,0.9575
Braatz_images\2019_10_08_done\3C\PA084199.JPG,PA084199_3.jpg,3,0.4259,Apis_cerana,30.9,Apis_mellifera,15.9,Anthophora,14.5,2.2166,0.9488
Braatz_images\2019_10_08_done\3C\PA084200.JPG,PA084200_1.jpg,1,0.3420,Syrphidae,99.5,Coleoptera,0.2,Diptera,0.1,0.0431,0.9836
Braatz_images\2019_10_08_done\3C\PA084200.JPG,PA084200_2.jpg,2,0.3377,Halictus_tripartitus,79.6,Lasioglossum,17.8,Hylaeus,0.8,0.6510,0.7959
Braatz_images\2019_10_08_done\3C\PA084200.JPG,PA084200_3.jpg,3,0.2288,Halictus_tripartitus,99.8,Halictus,0.1,Lasioglossum,0.0,0.0131,0.7959
Braatz_images\2019_10_08_done\3C\PA084200.JPG,PA084200_4.jpg,4,0.2200,Meliponini,43.4,Lasioglossum,24.0,Halictus_tripartitus,13.4,1.7131,0.9634
Braatz_images\2019_10_08_done\3C\PA084201.JPG,PA084201_1.jpg,1,0.6991,Lasioglossum,83.8,Halictus_tripartitus,14.0,Halictus,2.0,0.5163,0.9521
Braatz_images\2019_10_08_done\3C\PA084201.JPG,PA084201_2.jpg,2,0.6429,Syrphidae,99.7,Diptera,0.2,Xylocopa_micans,0.0,0.0224,0.9836
Braatz_images\2019_10_08_done\3C\PA084201.JPG,PA084201_3.jpg,3,0.6079,Syrphidae,81.9,Euglossa,4.4,Augochloropsis,4.1,0.8842,0.9836
Braatz_images\2019_10_08_done\3C\PA084202.JPG,PA084202_1.jpg,1,0.7302,Hylaeus,57.6,Lasioglossum,15.4,Apis_florea,10.1,1.5376,0.9337
Braatz_images\2019_10_08_done\4D\PA084217.JPG,PA084217_1.jpg,1,0.7099,Syrphidae,100.0,Coleoptera,0.0,Apis_mellifera,0.0,0.0004,0.9836
Braatz_images\2019_10_08_done\4D\PA084217.JPG,PA084217_2.jpg,2,0.6316,Halictus_tripartitus,91.7,Halictus,5.7,Halictus_ligatus,2.5,0.3446,0.7959
Braatz_images\2019_10_08_done\4D\PA084217.JPG,PA084217_3.jpg,3,0.5909,Syrphidae,75.9,Wasp,23.4,Nomada,0.3,0.5901,0.9836
Braatz_images\2019_10_08_done\4D\PA084217.JPG,PA084217_4.jpg,4,0.4644,Augochloropsis,99.0,Augochlora,0.5,Augochlorella,0.2,0.0721,0.8985
Braatz_images\2019_10_08_done\4D\PA084217.JPG,PA084217_5.jpg,5,0.2510,Wasp,81.3,Syrphidae,14.2,Coleoptera,2.5,0.6498,0.9575
Braatz_images\2019_10_08_done\4D\PA084218.JPG,PA084218_1.jpg,1,0.7638,Syrphidae,100.0,Wasp,0.0,Halictus_rubicundus,0.0,0.0026,0.9836
Braatz_images\2019_10_08_done\4D\PA084218.JPG,PA084218_2.jpg,2,0.3672,Augochlora,96.0,Augochlorella,3.9,Ceratina,0.1,0.1747,0.9524
Braatz_images\2019_10_08_done\4D\PA084218.JPG,PA084218_3.jpg,3,0.3437,Augochlora,73.8,Augochloropsis,23.3,Augochlorella,2.0,0.6853,0.9524
Braatz_images\2019_10_08_done\4D\PA084218.JPG,PA084218_4.jpg,4,0.2424,Wasp,77.2,Syrphidae,14.9,Coleoptera,4.5,0.7994,0.9575
Braatz_images\2019_10_08_done\4D\PA084219.JPG,PA084219_1.jpg,1,0.7060,Syrphidae,100.0,Apis_mellifera,0.0,Diptera,0.0,0.0034,0.9836
Braatz_images\2019_10_08_done\4D\PA084219.JPG,PA084219_2.jpg,2,0.3177,Wasp,69.1,Syrphidae,16.3,Coleoptera,12.6,0.9148,0.9575
Braatz_images\2019_10_08_done\4D\PA084219.JPG,PA084219_3.jpg,3,0.2906,Augochlorella,62.8,Augochlora,33.4,Augochloropsis,3.1,0.8063,0.8452
Braatz_images\2019_10_08_done\4D\PA084220.JPG,PA084220_1.jpg,1,0.7698,Diptera,98.9,Syrphidae,0.8,Coleoptera,0.2,0.0657,0.9755
Braatz_images\2019_10_08_done\4D\PA084221.JPG,PA084221_1.jpg,1,0.7943,Diptera,90.8,Syrphidae,8.1,Xylocopa_virginica,0.2,0.3714,0.9755
Braatz_images\2019_10_08_done\4D\PA084221.JPG,PA084221_2.jpg,2,0.6980,Augochlora,87.3,Augochlorella,12.5,Agapostemon_splendens,0.2,0.3912,0.9524
Braatz_images\2019_10_08_done\4D\PA084221.JPG,PA084221_3.jpg,3,0.4615,Halictus_ligatus,47.0,Halictus,35.1,Meliponini,10.7,1.3130,0.9442
Braatz_images\2019_10_08_done\4D\PA084221.JPG,PA084221_4.jpg,4,0.4007,Lasioglossum,36.1,Augochlorella,19.9,Halictus_tripartitus,19.2,1.6394,0.9521
Braatz_images\2019_10_08_done\4D\PA084222.JPG,PA084222_1.jpg,1,0.8285,Diptera,92.9,Syrphidae,5.2,Coleoptera,1.3,0.3258,0.9755
Braatz_images\2019_10_08_done\4D\PA084223.JPG,PA084223_1.jpg,1,0.8157,Diptera,89.5,Syrphidae,9.0,Coleoptera,1.1,0.4032,0.9755
Braatz_images\2019_10_08_done\4D\PA084223.JPG,PA084223_2.jpg,2,0.2443,Hylaeus,72.5,Meliponini,15.8,Hylaeus_leptocephalus,5.3,0.9683,0.9337
Braatz_images\2019_10_08_done\4D\PA084224.JPG,PA084224_1.jpg,1,0.7834,Augochloropsis,99.9,Agapostemon,0.0,Agapostemon_splendens,0.0,0.0075,0.8985
Braatz_images\2019_10_08_done\4D\PA084224.JPG,PA084224_2.jpg,2,0.4234,Halictus_tripartitus,81.0,Lasioglossum,11.7,Ceylalictus,3.0,0.7556,0.7959
Braatz_images\2019_10_08_done\4D\PA084224.JPG,PA084224_3.jpg,3,0.3755,Corynura,57.7,Augochlorella,25.7,Agapostemon,3.3,1.4069,0.8333
Braatz_images\2019_10_08_done\4D\PA084225.JPG,PA084225_1.jpg,1,0.7785,Apis_mellifera,87.9,Apis_cerana,8.7,Osmia,1.7,0.5082,0.9707
Braatz_images\2019_10_08_done\4D\PA084225.JPG,PA084225_2.jpg,2,0.7683,Apis_mellifera,99.2,Apis_cerana,0.3,Apis_dorsata,0.1,0.0684,0.9707
Braatz_images\2019_10_08_done\4D\PA084225.JPG,PA084225_3.jpg,3,0.7669,Halictus_ligatus,72.8,Halictus,16.7,Halictus_rubicundus,10.3,0.7807,0.9442
Braatz_images\2019_10_08_done\4D\PA084225.JPG,PA084225_4.jpg,4,0.4376,Syrphidae,100.0,Diptera,0.0,Anthidium_florentinum,0.0,0.0012,0.9836
