original_image_file,cropped_image_file,det_num,det_confidence,species1,prob1,species2,prob2,species3,prob3,entropy,classification_precision
Braatz_images\20-07-27_done\C16\Q7278092.JPG,Q7278092_1.jpg,1,0.8567,Wasp,84.7,Hylaeus_leptocephalus,11.0,Hylaeus,1.7,0.5925,0.9575
Braatz_images\20-07-27_done\C16\Q7278093.JPG,Q7278093_1.jpg,1,0.8490,Wasp,95.3,Syrphidae,2.7,Coleoptera,1.6,0.2363,0.9575
Braatz_images\20-07-27_done\C16\Q7278094.JPG,Q7278094_1.jpg,1,0.6113,Wasp,86.5,Ceratina,13.1,Syrphidae,0.2,0.4177,0.9575
Braatz_images\20-07-27_done\D10\Q7278069.JPG,NA,NA,,,,,,,,,
Braatz_images\20-07-27_done\D10\Q7278070.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\A10\Q8190129.JPG,Q8190129_1.jpg,1,0.2774,Apis_dorsata,19.9,Ptilothrix,9.2,Anthophora_villosula,7.1,3.6152,0.9586
Braatz_images\20-08-19_done\A10\Q8190130.JPG,Q8190130_1.jpg,1,0.8039,Apis_mellifera,98.8,Syrphidae,0.6,Hylaeus,0.2,0.0885,0.9707
Braatz_images\20-08-19_done\A10\Q8190131.JPG,Q8190131_1.jpg,1,0.8412,Apis_mellifera,99.8,Apis_florea,0.1,Apis_cerana,0.0,0.0190,0.9707
Braatz_images\20-08-19_done\A10\Q8190132.JPG,Q8190132_1.jpg,1,0.7721,Syrphidae,99.2,Lasioglossum,0.3,Halictus_ligatus,0.2,0.0590,0.9836
Braatz_images\20-08-19_done\A10\Q8190133.JPG,Q8190133_1.jpg,1,0.7757,Syrphidae,100.0,Wasp,0.0,Apis_mellifera,0.0,0.0005,0.9836
Braatz_images\20-08-19_done\A10\Q8190134.JPG,Q8190134_1.jpg,1,0.7929,Syrphidae,98.8,Coleoptera,1.0,Apis_mellifera,0.0,0.0756,0.9836
Braatz_images\20-08-19_done\A10\Q8190135.JPG,Q8190135_1.jpg,1,0.7555,Syrphidae,99.9,Apis_cerana,0.0,Coleoptera,0.0,0.0080,0.9836
Braatz_images\20-08-19_done\A10\Q8190136.JPG,Q8190136_1.jpg,1,0.7531,Apis_mellifera,99.9,Apis_cerana,0.1,Syrphidae,0.0,0.0104,0.9707
Braatz_images\20-08-19_done\A3\Q8190069.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\A3\Q8190070.JPG,Q8190070_1.jpg,1,0.6913,Apis_mellifera,92.8,Osmia,2.4,Halictus_scabiosae,1.4,0.4183,0.9707
Braatz_images\20-08-19_done\A3\Q8190071.JPG,Q8190071_1.jpg,1,0.6373,Apis_mellifera,63.2,Apis_cerana,16.9,Osmia_bicornis,13.4,1.1308,0.9707
Braatz_images\20-08-19_done\A3\Q8190072.JPG,Q8190072_1.jpg,1,0.6868,Apis_mellifera,38.0,Osmia,37.4,Osmia_bicornis,16.5,1.3912,0.9707
Braatz_images\20-08-19_done\A3\Q8190073.JPG,Q8190073_1.jpg,1,0.7257,Apis_mellifera,99.8,Apis_florea,0.1,Apis_cerana,0.0,0.0166,0.9707
Braatz_images\20-08-19_done\A3\Q8190074.JPG,Q8190074_1.jpg,1,0.2257,Coleoptera,45.9,Hylaeus_modestus,13.3,Anthidium_florentinum,10.4,2.1039,0.9916
Braatz_images\20-08-19_done\A3\Q8190075.JPG,Q8190075_1.jpg,1,0.7782,Bombus_impatiens,99.0,Bombus_griseocollis,0.3,Bombus_citrinus,0.2,0.0776,0.9491
Braatz_images\20-08-19_done\A3\Q8190076.JPG,Q8190076_1.jpg,1,0.7255,Bombus_impatiens,46.8,Bombus_rufocinctus,29.3,Bombus_griseocollis,13.1,1.5069,0.9491
Braatz_images\20-08-19_done\A3\Q8190077.JPG,Q8190077_1.jpg,1,0.7762,Bombus_impatiens,99.8,Bombus_bimaculatus,0.0,Andrena_cineraria,0.0,0.0212,0.9491
Braatz_images\20-08-19_done\A5\Q8190078.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\A5\Q8190079.JPG,Q8190079_1.jpg,1,0.8031,Wasp,94.9,Ceratina,3.1,Syrphidae,1.9,0.2425,0.9575
Braatz_images\20-08-19_done\A5\Q8190080.JPG,Q8190080_1.jpg,1,0.7356,Apis_mellifera,95.3,Osmia_bicornis,2.3,Melitta,2.1,0.2378,0.9707
Braatz_images\20-08-19_done\A5\Q8190080.JPG,Q8190080_2.jpg,2,0.7315,Anthidium,84.9,Wasp,15.1,Syrphidae,0.0,0.4298,0.8424
Braatz_images\20-08-19_done\A5\Q8190081.JPG,Q8190081_1.jpg,1,0.7834,Wasp,96.2,Syrphidae,3.5,Nomada,0.2,0.1784,0.9575
Braatz_images\20-08-19_done\A5\Q8190082.JPG,Q8190082_1.jpg,1,0.7426,Coleoptera,55.4,Wasp,43.3,Hylaeus,0.6,0.7659,0.9916
Braatz_images\20-08-19_done\A5\Q8190082.JPG,Q8190082_2.jpg,2,0.2909,Lasioglossum,39.3,Lipotriches,34.3,Nomia,12.3,1.5759,0.9521
Braatz_images\20-08-19_done\A5\Q8190083.JPG,Q8190083_1.jpg,1,0.8177,Wasp,100.0,Coleoptera,0.0,Sphecodes,0.0,0.0044,0.9575
Braatz_images\20-08-19_done\A5\Q8190084.JPG,Q8190084_1.jpg,1,0.7568,Apis_mellifera,99.7,Apis_florea,0.2,Apis_cerana,0.1,0.0277,0.9707
Braatz_images\20-08-19_done\A5\Q8190085.JPG,Q8190085_1.jpg,1,0.8215,Apis_mellifera,87.3,Apis_cerana,11.6,Apis_florea,0.2,0.4479,0.9707
Braatz_images\20-08-19_done\A5\Q8190086.JPG,Q8190086_1.jpg,1,0.8250,Apis_mellifera,96.7,Apis_cerana,2.8,Apis_florea,0.2,0.1738,0.9707
Braatz_images\20-08-19_done\A5\Q8190086.JPG,Q8190086_2.jpg,2,0.6733,Halictus_tripartitus,74.6,Lasioglossum,13.4,Meliponini,6.8,0.9461,0.7959
Braatz_images\20-08-19_done\A5\Q8190087.JPG,Q8190087_1.jpg,1,0.8096,Apis_mellifera,99.7,Colletes_cunicularius,0.1,Andrena_haemorrhoa,0.1,0.0297,0.9707
Braatz_images\20-08-19_done\A5\Q8190088.JPG,Q8190088_1.jpg,1,0.8046,Wasp,91.3,Hylaeus,8.4,Lasioglossum,0.1,0.3149,0.9575
Braatz_images\20-08-19_done\A5\Q8190089.JPG,Q8190089_1.jpg,1,0.8075,Wasp,100.0,Syrphidae,0.0,Hylaeus,0.0,0.0025,0.9575
Braatz_images\20-08-19_done\A5\Q8190090.JPG,Q8190090_1.jpg,1,0.8066,Wasp,98.3,Syrphidae,1.3,Nomada,0.1,0.1058,0.9575
Braatz_images\20-08-19_done\A5\Q8190090.JPG,Q8190090_2.jpg,2,0.5250,Apis_mellifera,99.0,Apis_cerana,0.8,Osmia_bicornis,0.0,0.0660,0.9707
Braatz_images\20-08-19_done\A5\Q8190091.JPG,Q8190091_1.jpg,1,0.8250,Wasp,75.4,Dianthidium,23.2,Meliponini,0.7,0.6287,0.9575
Braatz_images\20-08-19_done\A6\Q8190092.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\A6\Q8190093.JPG,Q8190093_1.jpg,1,0.7792,Apis_mellifera,56.8,Apis_cerana,22.9,Apis_florea,17.0,1.1206,0.9707
Braatz_images\20-08-19_done\A6\Q8190094.JPG,Q8190094_1.jpg,1,0.6738,Diptera,99.8,Syrphidae,0.2,Xylocopa,0.0,0.0163,0.9755
Braatz_images\20-08-19_done\A6\Q8190095.JPG,Q8190095_1.jpg,1,0.5744,Diptera,98.8,Syrphidae,1.1,Coleoptera,0.0,0.0666,0.9755
Braatz_images\20-08-19_done\A6\Q8190096.JPG,Q8190096_1.jpg,1,0.7769,Wasp,100.0,Syrphidae,0.0,Nomada,0.0,0.0030,0.9575
Braatz_images\20-08-19_done\A6\Q8190097.JPG,Q8190097_1.jpg,1,0.7708,Wasp,99.7,Anthidium_florentinum,0.2,Syrphidae,0.1,0.0247,0.9575
Braatz_images\20-08-19_done\A6\Q8190098.JPG,Q8190098_1.jpg,1,0.7894,Apis_mellifera,99.5,Apis_cerana,0.3,Apis_florea,0.1,0.0391,0.9707
Braatz_images\20-08-19_done\A6\Q8190098.JPG,Q8190098_2.jpg,2,0.7003,Apis_dorsata,91.6,Apis_mellifera,6.8,Apis_cerana,0.7,0.3652,0.9586
Braatz_images\20-08-19_done\A6\Q8190099.JPG,Q8190099_1.jpg,1,0.8713,Wasp,99.9,Coleoptera,0.1,Sphecodes,0.0,0.0111,0.9575
Braatz_images\20-08-19_done\A6\Q8190100.JPG,Q8190100_1.jpg,1,0.8769,Wasp,78.5,Coleoptera,21.5,Syrphidae,0.0,0.5231,0.9575
Braatz_images\20-08-19_done\A6\Q8190101.JPG,Q8190101_1.jpg,1,0.7469,Syrphidae,74.8,Wasp,25.0,Anthidium_florentinum,0.1,0.5731,0.9836
Braatz_images\20-08-19_done\A6\Q8190108.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\A6\Q8190109.JPG,Q8190109_1.jpg,1,0.9037,Wasp,100.0,Sphecodes,0.0,Coleoptera,0.0,0.0002,0.9575
Braatz_images\20-08-19_done\A6\Q8190110.JPG,Q8190110_1.jpg,1,0.8411,Wasp,100.0,Coleoptera,0.0,Triepeolus,0.0,0.0019,0.9575
Braatz_images\20-08-19_done\A6\Q8190111.JPG,Q8190111_1.jpg,1,0.2035,Meliponini,24.1,Agapostemon_splendens,12.6,Colletes_hederae,12.2,2.9755,0.9634
Braatz_images\20-08-19_done\A6\Q8190112.JPG,Q8190112_1.jpg,1,0.6527,Lasioglossum,50.3,Halictus,12.8,Halictus_tripartitus,10.6,1.6492,0.9521
Braatz_images\20-08-19_done\A6\Q8190113.JPG,Q8190113_1.jpg,1,0.6002,Halictus_ligatus,19.3,Halictus_tripartitus,18.8,Andrena_wilkella,12.7,2.3830,0.9442
Braatz_images\20-08-19_done\A6\Q8190114.JPG,Q8190114_1.jpg,1,0.5857,Hylaeus_leptocephalus,97.8,Hylaeus,1.1,Hylaeus_modestus,0.4,0.1380,0.8440
Braatz_images\20-08-19_done\A6\Q8190115.JPG,Q8190115_1.jpg,1,0.8107,Wasp,100.0,Sphecodes,0.0,Syrphidae,0.0,0.0000,0.9575
Braatz_images\20-08-19_done\A6\Q8190116.JPG,Q8190116_1.jpg,1,0.8603,Wasp,100.0,Coleoptera,0.0,Sphecodes,0.0,0.0002,0.9575
Braatz_images\20-08-19_done\A6\Q8190117.JPG,Q8190117_1.jpg,1,0.8088,Wasp,100.0,Coleoptera,0.0,Sphecodes,0.0,0.0041,0.9575
Braatz_images\20-08-19_done\A6\Q8190118.JPG,Q8190118_1.jpg,1,0.7988,Syrphidae,35.8,Hylaeus_modestus,24.8,Diptera,15.1,1.6481,0.9836
Braatz_images\20-08-19_done\A6\Q8190119.JPG,Q8190119_1.jpg,1,0.8055,Diptera,100.0,Syrphidae,0.0,Wasp,0.0,0.0040,0.9755
Braatz_images\20-08-19_done\A6\Q8190120.JPG,Q8190120_1.jpg,1,0.7065,Diptera,98.2,Syrphidae,0.7,Coleoptera,0.6,0.1176,0.9755
Braatz_images\20-08-19_done\A6\Q8190121.JPG,Q8190121_1.jpg,1,0.7203,Diptera,99.9,Coleoptera,0.0,Syrphidae,0.0,0.0120,0.9755
Braatz_images\20-08-19_done\A7\Q8190122.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\A7\Q8190123.JPG,Q8190123_1.jpg,1,0.7917,Apis_mellifera,86.7,Colletes_inaequalis,8.8,Colletes,1.0,0.6063,0.9707
Braatz_images\20-08-19_done\A7\Q8190123.JPG,Q8190123_2.jpg,2,0.7539,Lasioglossum,94.9,Halictus_tripartitus,4.3,Halictus,0.4,0.2417,0.9521
Braatz_images\20-08-19_done\A7\Q8190124.JPG,Q8190124_1.jpg,1,0.6544,Halictus,94.1,Halictus_tripartitus,5.1,Halictus_ligatus,0.5,0.2586,0.8217
Braatz_images\20-08-19_done\A7\Q8190125.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\A7\Q8190126.JPG,Q8190126_1.jpg,1,0.6948,Diptera,100.0,Syrphidae,0.0,Hoplitis,0.0,0.0021,0.9755
Braatz_images\20-08-19_done\A7\Q8190127.JPG,Q8190127_1.jpg,1,0.6804,Diptera,99.8,Syrphidae,0.1,Hoplitis,0.1,0.0186,0.9755
Braatz_images\20-08-19_done\A7\Q8190128.JPG,Q8190128_1.jpg,1,0.7369,Halictus,65.2,Halictus_ligatus,19.7,Calliopsis,8.0,1.0256,0.8217
Braatz_images\20-08-19_done\A8\Q8190102.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\A8\Q8190103.JPG,Q8190103_1.jpg,1,0.8189,Apis_mellifera,99.3,Xylocopa,0.3,Syrphidae,0.1,0.0644,0.9707
Braatz_images\20-08-19_done\A8\Q8190104.JPG,Q8190104_1.jpg,1,0.8668,Apis_mellifera,95.8,Apis_cerana,2.8,Apis_florea,0.7,0.2206,0.9707
Braatz_images\20-08-19_done\A8\Q8190105.JPG,Q8190105_1.jpg,1,0.7970,Apis_mellifera,97.6,Syrphidae,0.4,Bombus_rufocinctus,0.1,0.2081,0.9707
Braatz_images\20-08-19_done\A8\Q8190105.JPG,Q8190105_2.jpg,2,0.3856,Diptera,80.2,Coleoptera,10.6,Syrphidae,7.9,0.7101,0.9755
Braatz_images\20-08-19_done\A8\Q8190106.JPG,Q8190106_1.jpg,1,0.7357,Apis_mellifera,96.2,Apis_cerana,2.0,Syrphidae,0.6,0.2388,0.9707
Braatz_images\20-08-19_done\A8\Q8190106.JPG,Q8190106_2.jpg,2,0.4706,Halictus_tripartitus,72.0,Halictus_ligatus,11.4,Hylaeus,5.4,1.1681,0.7959
Braatz_images\20-08-19_done\A8\Q8190107.JPG,Q8190107_1.jpg,1,0.7211,Apis_mellifera,77.7,Apis_cerana,18.3,Syrphidae,1.7,0.7468,0.9707
Braatz_images\20-08-19_done\A8\Q8190107.JPG,Q8190107_2.jpg,2,0.6305,Halictus_tripartitus,67.0,Chelostoma,17.7,Hylaeus,4.0,1.1872,0.7959
Braatz_images\20-08-19_done\B1\Q8190137.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\B1\Q8190138.JPG,Q8190138_1.jpg,1,0.7953,Apis_mellifera,99.4,Andrena,0.1,Osmia_bicornis,0.1,0.0578,0.9707
Braatz_images\20-08-19_done\B1\Q8190139.JPG,Q8190139_1.jpg,1,0.7511,Apis_mellifera,99.7,Apis_cerana,0.0,Leioproctus,0.0,0.0295,0.9707
Braatz_images\20-08-19_done\B14\Q8190166.JPG,Q8190166_1.jpg,1,0.2161,Xylocopa_latipes,90.8,Xylocopa_tenuiscapa,2.4,Xylocopa,1.6,0.5405,0.8312
Braatz_images\20-08-19_done\B14\Q8190167.JPG,Q8190167_1.jpg,1,0.8159,Apis_mellifera,99.3,Apis_dorsata,0.1,Bombus_rufocinctus,0.0,0.0668,0.9707
Braatz_images\20-08-19_done\B14\Q8190167.JPG,Q8190167_2.jpg,2,0.5402,Halictus_tripartitus,48.7,Lasioglossum,44.5,Meliponini,3.5,0.9835,0.7959
Braatz_images\20-08-19_done\B2\Q8190140.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\B2\Q8190141.JPG,Q8190141_1.jpg,1,0.8809,Apis_mellifera,100.0,Apis_cerana,0.0,Apis_florea,0.0,0.0004,0.9707
Braatz_images\20-08-19_done\B2\Q8190142.JPG,Q8190142_1.jpg,1,0.8682,Apis_mellifera,99.7,Anthophora_urbana,0.0,Syrphidae,0.0,0.0300,0.9707
Braatz_images\20-08-19_done\B6\Q8190143.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\B6\Q8190144.JPG,Q8190144_1.jpg,1,0.7434,Apis_mellifera,96.3,Osmia_bicornis,2.0,Apis_dorsata,0.7,0.2189,0.9707
Braatz_images\20-08-19_done\B6\Q8190145.JPG,Q8190145_1.jpg,1,0.8385,Apis_mellifera,99.7,Apis_cerana,0.2,Anthophora_urbana,0.0,0.0268,0.9707
Braatz_images\20-08-19_done\B6\Q8190146.JPG,Q8190146_1.jpg,1,0.7755,Apis_mellifera,99.6,Apis_cerana,0.1,Augochloropsis,0.0,0.0356,0.9707
Braatz_images\20-08-19_done\B8\apis_mellifera.png,apis_mellifera_1.jpg,1,0.8209,Apis_mellifera,99.7,Apis_cerana,0.1,Osmia,0.0,0.0247,0.9707
Braatz_images\20-08-19_done\B8\Q8190147.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\B8\Q8190149.JPG,Q8190149_1.jpg,1,0.8472,Apis_mellifera,99.9,Apis_cerana,0.1,Colletes_hederae,0.0,0.0103,0.9707
Braatz_images\20-08-19_done\B8\Q8190149.JPG,Q8190149_2.jpg,2,0.8258,Apis_mellifera,99.9,Colletes_hederae,0.0,Bombus_huntii,0.0,0.0113,0.9707
Braatz_images\20-08-19_done\B8\Q8190150.JPG,Q8190150_1.jpg,1,0.8080,Apis_mellifera,99.8,Apis_cerana,0.1,Syrphidae,0.0,0.0183,0.9707
Braatz_images\20-08-19_done\B8\Q8190150.JPG,Q8190150_2.jpg,2,0.6263,Hylaeus,37.1,Perdita,27.4,Meliponini,13.5,1.6303,0.9337
Braatz_images\20-08-19_done\B8\Q8190150.JPG,Q8190150_3.jpg,3,0.3282,Lasioglossum,44.7,Hylaeus_modestus,20.5,Meliponini,15.0,1.7325,0.9521
Braatz_images\20-08-19_done\B8\Q8190151.JPG,Q8190151_1.jpg,1,0.7723,Apis_mellifera,99.4,Anthophora_urbana,0.2,Syrphidae,0.2,0.0479,0.9707
Braatz_images\20-08-19_done\B8\Q8190151.JPG,Q8190151_2.jpg,2,0.2911,Perdita,88.3,Halictus_tripartitus,9.6,Nomioides,0.7,0.4538,0.9145
Braatz_images\20-08-19_done\B8\Q8190152.JPG,Q8190152_1.jpg,1,0.8147,Wasp,99.1,Ceratina,0.7,Hylaeus,0.2,0.0580,0.9575
Braatz_images\20-08-19_done\B8\Q8190152.JPG,Q8190152_2.jpg,2,0.6795,Apis_cerana,60.3,Apis_mellifera,39.4,Coleoptera,0.1,0.6923,0.9488
Braatz_images\20-08-19_done\B8\Q8190153.JPG,Q8190153_1.jpg,1,0.7601,Wasp,97.0,Coleoptera,2.9,Syrphidae,0.1,0.1383,0.9575
Braatz_images\20-08-19_done\B8\Q8190153.JPG,Q8190153_2.jpg,2,0.2391,Syrphidae,87.0,Bombus_ardens,5.8,Hylaeus_leptocephalus,3.1,0.5990,0.9836
Braatz_images\20-08-19_done\B8\Q8190154.JPG,Q8190154_1.jpg,1,0.6782,Hylaeus_leptocephalus,71.6,Hylaeus,24.4,Hylaeus_modestus,3.4,0.7440,0.8440
Braatz_images\20-08-19_done\B8\Q8190154.JPG,Q8190154_2.jpg,2,0.5321,Meliponini,99.7,Pachyprosopis,0.1,Hylaeus,0.1,0.0263,0.9634
Braatz_images\20-08-19_done\B8\Q8190155.JPG,Q8190155_1.jpg,1,0.8321,Coleoptera,92.9,Lepidoptera,3.6,Wasp,1.8,0.3329,0.9916
Braatz_images\20-08-19_done\B8\Q8190155.JPG,Q8190155_2.jpg,2,0.2933,Hylaeus_leptocephalus,84.4,Lasioglossum,10.5,Ceratina,1.9,0.6105,0.8440
Braatz_images\20-08-19_done\B8\Q8190156.JPG,Q8190156_1.jpg,1,0.8479,Lepidoptera,76.5,Coleoptera,20.9,Wasp,1.4,0.6568,0.9686
Braatz_images\20-08-19_done\B8\Q8190157.JPG,Q8190157_1.jpg,1,0.8393,Lepidoptera,89.6,Coleoptera,8.8,Syrphidae,0.8,0.3982,0.9686
Braatz_images\20-08-19_done\B8\Q8190158.JPG,Q8190158_1.jpg,1,0.8039,Apis_mellifera,99.9,Colletes,0.0,Colletes_hederae,0.0,0.0105,0.9707
Braatz_images\20-08-19_done\B8\Q8190158.JPG,Q8190158_2.jpg,2,0.5743,Hylaeus_leptocephalus,32.7,Ceratina,31.5,Halictus_tripartitus,25.1,1.4291,0.8440
Braatz_images\20-08-19_done\B8\Q8190159.JPG,Q8190159_1.jpg,1,0.7436,Hylaeus_leptocephalus,83.5,Hylaeus,8.1,Meliponini,7.1,0.6195,0.8440
Braatz_images\20-08-19_done\B8\Q8190160.JPG,Q8190160_1.jpg,1,0.8125,Hylaeus,96.4,Sphecodes,1.9,Hylaeus_leptocephalus,1.3,0.1915,0.9337
Braatz_images\20-08-19_done\B8\Q8190161.JPG,Q8190161_1.jpg,1,0.8221,Hylaeus,85.6,Sphecodes,12.4,Hylaeus_modestus,1.0,0.4929,0.9337
Braatz_images\20-08-19_done\B8\Q8190162.JPG,Q8190162_1.jpg,1,0.7595,Apis_mellifera,93.8,Apis_cerana,6.0,Syrphidae,0.0,0.2466,0.9707
Braatz_images\20-08-19_done\B8\Q8190162.JPG,Q8190162_2.jpg,2,0.5611,Coleoptera,45.0,Augochlorella,28.8,Augochlora,8.3,1.5680,0.9916
Braatz_images\20-08-19_done\B8\Q8190163.JPG,Q8190163_1.jpg,1,0.7816,Apis_mellifera,97.3,Apis_cerana,2.3,Meliponini,0.1,0.1451,0.9707
Braatz_images\20-08-19_done\B8\Q8190163.JPG,Q8190163_2.jpg,2,0.5250,Coleoptera,43.3,Ceratina,30.4,Augochlora,12.0,1.5410,0.9916
Braatz_images\20-08-19_done\B8\Q8190164.JPG,Q8190164_1.jpg,1,0.7314,Apis_mellifera,99.3,Lasioglossum,0.2,Andrena,0.1,0.0646,0.9707
Braatz_images\20-08-19_done\C11\Q8190218.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\C11\Q8190219.JPG,Q8190219_1.jpg,1,0.7647,Coleoptera,79.7,Syrphidae,15.6,Apis_mellifera,1.6,0.7420,0.9916
Braatz_images\20-08-19_done\C11\Q8190219.JPG,Q8190219_2.jpg,2,0.3016,Nomia,90.2,Ceratina,3.1,Megachile_sculpturalis,2.6,0.5533,0.9216
Braatz_images\20-08-19_done\C11\Q8190220.JPG,Q8190220_1.jpg,1,0.7831,Apis_mellifera,97.0,Apis_florea,1.2,Apis_cerana,0.6,0.2130,0.9707
Braatz_images\20-08-19_done\C11\Q8190220.JPG,Q8190220_2.jpg,2,0.2883,Andrena_fulva,18.2,Bombus_hypnorum,15.1,Wasp,10.2,2.9919,0.9805
Braatz_images\20-08-19_done\C11\Q8190221.JPG,Q8190221_1.jpg,1,0.7630,Apis_mellifera,74.7,Apis_cerana,19.5,Apis_florea,5.4,0.7211,0.9707
Braatz_images\20-08-19_done\C11\Q8190222.JPG,Q8190222_1.jpg,1,0.2097,Bombus_diversus,30.9,Bombus_ardens,10.4,Bombus_opifex,7.1,3.0459,0.9324
Braatz_images\20-08-19_done\C11\Q8190223.JPG,Q8190223_1.jpg,1,0.7819,Halictus_tripartitus,64.6,Halictus,19.4,Lasioglossum,10.2,1.1070,0.7959
Braatz_images\20-08-19_done\C11\Q8190223.JPG,Q8190223_2.jpg,2,0.7074,Halictus,56.2,Halictus_tripartitus,35.0,Hylaeus,4.2,1.0622,0.8217
Braatz_images\20-08-19_done\C11\Q8190224.JPG,Q8190224_1.jpg,1,0.8114,Lasioglossum,66.7,Hylaeus,23.6,Sphecodes,3.4,1.0103,0.9521
Braatz_images\20-08-19_done\C11\Q8190224.JPG,Q8190224_2.jpg,2,0.4756,Hylaeus_leptocephalus,76.4,Hylaeus,5.1,Ceylalictus,5.0,1.0626,0.8440
Braatz_images\20-08-19_done\C11\Q8190224.JPG,Q8190224_3.jpg,3,0.3374,Meliponini,20.1,Lipotriches,18.6,Ceratina,14.9,2.7587,0.9634
Braatz_images\20-08-19_done\C11\Q8190225.JPG,Q8190225_1.jpg,1,0.7041,Sphecodes,81.8,Lasioglossum,8.7,Hylaeus,5.9,0.7054,0.9383
Braatz_images\20-08-19_done\C11\Q8190225.JPG,Q8190225_2.jpg,2,0.2638,Manuelia,71.5,Meliponini,12.2,Hylaeus,9.0,0.9881,0.7407
Braatz_images\20-08-19_done\C11\Q8190226.JPG,Q8190226_1.jpg,1,0.7282,Hylaeus,43.2,Lasioglossum,31.8,Coleoptera,10.5,1.5179,0.9337
Braatz_images\20-08-19_done\C11\Q8190226.JPG,Q8190226_2.jpg,2,0.4835,Lasioglossum,79.9,Halictus_tripartitus,18.0,Hylaeus_leptocephalus,0.7,0.6152,0.9521
Braatz_images\20-08-19_done\C11\Q8190227.JPG,Q8190227_1.jpg,1,0.8008,Hylaeus_modestus,45.2,Hylaeus,21.7,Halictus_tripartitus,7.5,1.7454,0.8886
Braatz_images\20-08-19_done\C11\Q8190228.JPG,Q8190228_1.jpg,1,0.7684,Lasioglossum,64.1,Halictus_rubicundus,14.8,Halictus,9.4,1.3265,0.9521
Braatz_images\20-08-19_done\C11\Q8190228.JPG,Q8190228_2.jpg,2,0.2842,Syrphidae,93.8,Diptera,5.4,Pseudopanurgus,0.5,0.2676,0.9836
Braatz_images\20-08-19_done\C11\Q8190229.JPG,Q8190229_1.jpg,1,0.6487,Hylaeus_leptocephalus,100.0,Ceratina,0.0,Hylaeus,0.0,0.0007,0.8440
Braatz_images\20-08-19_done\C11\Q8190229.JPG,Q8190229_2.jpg,2,0.4395,Hylaeus_modestus,73.0,Wasp,7.2,Coleoptera,5.6,1.2288,0.8886
Braatz_images\20-08-19_done\C11\Q8190230.JPG,Q8190230_1.jpg,1,0.6818,Hylaeus_leptocephalus,41.2,Hylaeus,28.5,Ceylalictus,16.2,1.6127,0.8440
Braatz_images\20-08-19_done\C11\Q8190230.JPG,Q8190230_2.jpg,2,0.2016,Hylaeus_leptocephalus,97.4,Hylaeus,1.5,Meliponini,0.4,0.1574,0.8440
Braatz_images\20-08-19_done\C11\Q8190231.JPG,Q8190231_1.jpg,1,0.8116,Apis_mellifera,99.7,Colletes_hederae,0.2,Apis_cerana,0.0,0.0270,0.9707
Braatz_images\20-08-19_done\C12-2\Q8190183.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\C12-2\Q8190184.JPG,Q8190184_1.jpg,1,0.8681,Coleoptera,100.0,Lepidoptera,0.0,Agapostemon_splendens,0.0,0.0021,0.9916
Braatz_images\20-08-19_done\C12-2\Q8190185.JPG,Q8190185_1.jpg,1,0.7259,Coleoptera,98.5,Wasp,1.4,Syrphidae,0.0,0.0799,0.9916
Braatz_images\20-08-19_done\C12-2\Q8190186.JPG,Q8190186_1.jpg,1,0.7483,Apis_mellifera,100.0,Apis_cerana,0.0,Colletes_hederae,0.0,0.0055,0.9707
Braatz_images\20-08-19_done\C12-2\Q8190187.JPG,Q8190187_1.jpg,1,0.5152,Apis_mellifera,85.7,Apis_cerana,10.7,Halictus_scabiosae,0.9,0.5699,0.9707
Braatz_images\20-08-19_done\C16\Q8190188.JPG,NA,NA,,,,,,,,,
Braatz_images\20-08-19_done\C16\Q8190189.JPG,Q8190189_1.jpg,1,0.8296,Wasp,71.0,Anthidium_florentinum,10.1,Halictus_scabiosae,8.3,1.1710,0.9575
Braatz_images\20-08-19_done\C16\Q8190190.JPG,Q8190190_1.jpg,1,0.8071,Wasp,99.3,Andrena,0.2,Diptera,0.2,0.0603,0.9575
Braatz_images\20-08-19_done\C16\Q8190191.JPG,Q8190191_1.jpg,1,0.8357,Wasp,88.7,Bombus_pensylvanicus,3.3,Agapostemon_splendens,2.1,0.6126,0.9575
Braatz_images\20-08-19_done\C16\Q8190192.JPG,Q8190192_1.jpg,1,0.8393,Bombus_pensylvanicus,45.8,Wasp,41.6,Diptera,4.1,1.2676,0.9597
